SpName,TraitName,ValueQ,Units,ValueC,ValueT,CitName,Notes
Rubus discolor,Perenniality,,,perennial,,--,
Rubus discolor,Propagation_mode,,,seed and vegetative,,--,
Rubus discolor,Reproductive_sched,,,polycarpy,,--,
Rubus discolor,Root_system,,,tap,,--,
Rubus discolor,Seed_longevity,10,yr,,,FS Databse 97,Seeds can remain viable in soil for at least several years (I approximated 10)
Rubus discolor,Status_Federal,,,none,,--,
Rubus discolor,Status_ONHIC,,,none,,--,
Rubus discolor,Status_State,,,none,,--,
Rubus discolor,Stem_arrangement,,,creeping,,--,
Rubus discolor,Taxonomic_group,,,dicot,,,
Rubus discolor,Wetland_Indicator_Status,,,FACU-,,"USDA, NRCS 05",
Rubus discolor,Where_native,,,Europe,,--,
Rumex acetosella,Authority,,,,L.,--,
Rumex acetosella,Clonality,,,clonal rhizomes,,Flora ID Northwest 04,
Rumex acetosella,Clonality,,,clonal other,,Ecol. Flora British Isles,root buds
Rumex acetosella,Code,,,,RUAC3,--,
Rumex acetosella,Common_name,,,,common sheep sorrel,--,
Rumex acetosella,Diaspore_feature,,,none,,Flora ID Northwest 04,
Rumex acetosella,Dispersal_peak_month,8,month,,,Korpelainen 92,
Rumex acetosella,Dormancy_break_mech,,,scarification,,Flynn et al. 04,
Rumex acetosella,Family,,,,Polygonaceae,--,
Rumex acetosella,Flowering_peak_month,6,month,,,Harris 70,
Rumex acetosella,Flowering_peak_month,6,month,,,Korpelainen 92,
Rumex acetosella,Germination_peak_month,3,month,,,Grime et al. 90,
Rumex acetosella,Germination_rate,86,%,,,Flynn et al. 04,After scarification
Rumex acetosella,Germination_rate,54.66666794,mg,,,Clark et al 08b,
Rumex acetosella,Growth_form_Corn,,,semi-basal,,--,
Rumex acetosella,Growth_form_std,,,dicot forb,,--,
Rumex acetosella,Habit,,,herbaceous,,--,
Rumex acetosella,Habitat_main,,,upland prairie,,Cooke 97,
Rumex acetosella,Habitat_main,,,wetland prairie,,--,
Rumex acetosella,Height_max,40,cm,,,Flora ID Northwest 04,
Rumex acetosella,LAR_standard,37.18105316, mm2/mg,,,Clark et al 08,Standard conditions
Rumex acetosella,Leaf_area_21d,738.3328857, mm2,,,Clark et al 08,Standard conditions
Rumex acetosella,Leaf_division,,,simple,,Flora ID Northwest 04,
Rumex acetosella,Leaf_margin,,,entire,,--,
Rumex acetosella,Leaf_shape,,,,cordate-sagittate,--,
Rumex acetosella,Life_form,,,hemicryptophyte,,--,
Rumex acetosella,LMR_standard,0.7097978, mg/mg,,,Clark et al 08,Standard conditions
Rumex acetosella,Mass_aboveground_21d,14.54285717,  mg,,,Clark et al 08,Standard conditions
Rumex acetosella,Mass_root_21d,2.842857122,  mg,,,Clark et al 08,Standard conditions
Rumex acetosella,Mass_seed,0.400000006,mg,,,Grime et al. 90,
Rumex acetosella,Mass_seed,0.549000025,mg,,,Clark et al 08b,
Rumex acetosella,Nitrogen_fixing,,,No,,--,
Rumex acetosella,Perenniality,,,perennial,,--,
Rumex acetosella,Pollination_mode,,,wind,,Korpelainen 92,
Rumex acetosella,Pollination_mode,,,wind,,Grime et al. 90,
Rumex acetosella,Propagation_mode,,,seed and vegetative,,--,
Rumex acetosella,Ps_pathway,,,C3,,--,
Rumex acetosella,Reproductive_sched,,,polycarpy,,--,
Rumex acetosella,RGR_standard,0.231831938,per day,,,Clark et al 08,Standard conditions
Rumex acetosella,Root_system,,,tap,,--,
Rumex acetosella,RSA_standard,0.772922218, --,,,Clark et al 08,Standard conditions
Rumex acetosella,Seed_bank,,,yes,,Grime et al. 90,
Rumex acetosella,SLA_standard,52.73456573, mm2/mg,,,Clark et al 08,Standard conditions
Rumex acetosella,Status_Federal,,,none,,--,
Rumex acetosella,Status_ONHIC,,,none,,--,
Rumex acetosella,Status_State,,,none,,--,
Rumex acetosella,Stem_arrangement,,,multiple upright,,Klinkenberg 07,
Rumex acetosella,Taxonomic_group,,,dicot,,,
Rumex acetosella,ULR_standard,0.005949565,mg/mm2/day,,,Clark et al 08,Standard conditions
Rumex acetosella,Wetland_Indicator_Status,,,FACU+,,"USDA, NRCS 07",
Rumex acetosella,Where_native,,,Europe,,--,
Rumex salicifolius,Authority,,,,Weinm.,"USDA, NRCS 05",
Rumex salicifolius,Clonality,,,non-clonal,,Flora ID Northwest 04,
Rumex salicifolius,Code,,,,RUSA,"USDA, NRCS 05",
Rumex salicifolius,Common_name,,,,willow dock,"USDA, NRCS 05",
Rumex salicifolius,Diaspore_feature,,,wing,,Hitchcock and Cronquist 73,
Rumex salicifolius,Dormancy_break_mech,,,stratification,,Guerrant and Raven 95,
Rumex salicifolius,Family,,,,Polygonaceae,Gilkey and Dennis 01,
Rumex salicifolius,Germination_rate,76.59999847,%,,,Guerrant and Raven 95,Maximum germination
Rumex salicifolius,Height_max,55,cm,,,Flora ID Northwest 04,
Rumex salicifolius,Life_form,,,hemicryptophyte,,,
Rumex salicifolius,Life_form_exp,,,H mstem,,,
Rumex salicifolius,Mass_seed,1.212599993,mg,,,Roberts 05b,
Rumex salicifolius,Mass_seed,1.519999981,mg,,,Guerrant and Raven 95,
Rumex salicifolius,Perenniality,,,perennial,,"USDA, NRCS 05",
Rumex salicifolius,Root_system,,,tap,,Gilkey and Dennis 01,
Rumex salicifolius,Seed_length,1.934000015,mm,,,Roberts 05b,
Rumex salicifolius,Seed_shape,0.074871004,mm3,,,Roberts 05b,
Rumex salicifolius,Taxonomic_group,,,dicot,,,
Rumex salicifolius,Wetland_Indicator_Status,,,FACW,,"USDA, NRCS 05",
Rumex salicifolius,Where_native,,,Willamette Valley,,Gilkey and Dennis 01,
Sagittaria latifolia,Authority,,,,Willd.,--,
Sagittaria latifolia,Code,,,,SALA2,--,
Sagittaria latifolia,Common_name,,,,"broadleaf arrowhead, wapato",--,
Sagittaria latifolia,Dormancy_break_mech,,,stratification,,Wooten 71,
Sagittaria latifolia,Family,,,,Alismataceae,--,
Sagittaria latifolia,Flowering_peak_month,8,month,,,Guard 95,
Sagittaria latifolia,Flowering_peak_month,8,month,,,Hitchcock et al. 69,July-September
Sagittaria latifolia,Germination_rate,80,%,,,Wooten 71,
Sagittaria latifolia,Growth_form_std,,,dicot forb,,--,
Sagittaria latifolia,Habit,,,herbaceous,,--
Sagittaria latifolia,Habitat_main,,,wetland,,--
Sagittaria latifolia,Height_max,140,cm,,,Flora ID Northwest 04
Sagittaria latifolia,Leaf_division,,,simple,,--
Sagittaria latifolia,Leaf_margin,,,entire,,--
Sagittaria latifolia,Leaf_shape,,,,cordate-sagitate,--
Sagittaria latifolia,Life_form,,,hydrophyte,,--
Sagittaria latifolia,Perenniality,,,perennial,,--
Sagittaria latifolia,Propagation_mode,,,seed and vegetative,,--
Sagittaria latifolia,Reproductive_sched,,,polycarpy,,--
Sagittaria latifolia,Status_Federal,,,none,,--
Sagittaria latifolia,Status_ONHIC,,,none,,--
Sagittaria latifolia,Status_State,,,none,,--
Sagittaria latifolia,Stem_arrangement,,,multiple upright,,--
Sagittaria latifolia,Taxonomic_group,,,monocot,,
Sagittaria latifolia,Wetland_Indicator_Status,,,OBL,,"USDA, NRCS 05"
Sagittaria latifolia,Where_native,,,Willamette Valley,,--,
Sanicula crassicaulis,Authority,,,,Poepp. ex DC.,"USDA, NRCS 07",
Sanicula crassicaulis,Clonality,,,non-clonal,,--,
Sanicula crassicaulis,Code,,,,SACR2,"USDA, NRCS 07",
Sanicula crassicaulis,Common_name,,,,Pacific blacksnakeroot,"USDA, NRCS 07",
Sanicula crassicaulis,Diaspore_feature,,,hook or barb,,--,
Sanicula crassicaulis,Dispersal_peak_month,6,month,,,Young 01c,
Sanicula crassicaulis,Dormancy_break_mech,,,stratification,,Young 01c,
Sanicula crassicaulis,Family,,,,Apiaceae,--,
Sanicula crassicaulis,Flowering_peak_month,5.5,month,,,UW Burke Museum,
Sanicula crassicaulis,Germination_rate,50,%,,,Young 01c,seed stratified
Sanicula crassicaulis,Growth_form_Corn,,,semi-basal,,--,
Sanicula crassicaulis,Growth_form_std,,,dicot forb,,--,
Sanicula crassicaulis,Habit,,,herbaceous,,--,
Sanicula crassicaulis,Habitat_main,,,upland prairie,,--,
Sanicula crassicaulis,Height_max,80,cm,,,Flora ID Northwest 04,
Sanicula crassicaulis,Leaf_division,,,simple,,Flora ID Northwest 04
Sanicula crassicaulis,Leaf_margin,,,toothed,,Flora ID Northwest 04
Sanicula crassicaulis,Leaf_shape,,,,orbicular,Gilkey and Dennis 01
Sanicula crassicaulis,Life_form,,,hemicryptophyte,,--
Sanicula crassicaulis,Mass_seed,5.840000153,mg,,,Flynn et al. 06
Sanicula crassicaulis,Mass_seed,5.782666683,mg,,,Clark et al 08b
Sanicula crassicaulis,Nitrogen_fixing,,,No,,--
Sanicula crassicaulis,Perenniality,,,perennial,,--
Sanicula crassicaulis,Propagation_mode,,,seed,,--
Sanicula crassicaulis,Reproductive_sched,,,polycarpy,,--
Sanicula crassicaulis,Root_system,,,tap,,Flora ID Northwest 04
Sanicula crassicaulis,Status_Federal,,,none,,--
Sanicula crassicaulis,Status_ONHIC,,,none,,--
Sanicula crassicaulis,Status_State,,,none,,--
Sanicula crassicaulis,Stem_arrangement,,,single upright,,UW Burke Museum
Sanicula crassicaulis,Wetland_Indicator_Status,,,NL,,"USDA, NRCS 07"
Sanicula crassicaulis,Where_native,,,Willamette Valley,,--,
Saxifraga oregana,Authority,,,,T.J. Howell,--,
Saxifraga oregana,Code,,,,SAOR2,--,
Saxifraga oregana,Common_name,,,,Oregon saxifrage,--,
Saxifraga oregana,Dormancy_break_mech,,,stratification,,Guerrant and Raven 95,
Saxifraga oregana,Family,,,,Saxifragaceae,--,
Saxifraga oregana,Germination_rate,43,%,,,Guerrant and Raven 95,Maximum germination
Saxifraga oregana,Growth_form_std,,,dicot forb,,--,
Saxifraga oregana,Habit,,,herbaceous,,--,
Saxifraga oregana,Habitat_main,,,wetland,,--,
Saxifraga oregana,Height_max,15,cm,,,Flora ID Northwest 04,
Saxifraga oregana,Leaf_division,,,simple,,--,
Saxifraga oregana,Leaf_margin,,,entire,,--,
Saxifraga oregana,Leaf_shape,,,,linear,--,
Saxifraga oregana,Life_form,,,hemicryptophyte,,--,
Saxifraga oregana,Mass_seed,0.032000002,mg,,,Guerrant and Raven 95,
Saxifraga oregana,Perenniality,,,perennial,,--,
Saxifraga oregana,Root_system,,,tap,,--,
Saxifraga oregana,Seed_length,0.699999988,mm,,,Guerrant and Raven 95,
Saxifraga oregana,Status_Federal,,,none,,--,
Saxifraga oregana,Status_ONHIC,,,none,,--,
Saxifraga oregana,Status_State,,,none,,--,
Saxifraga oregana,Taxonomic_group,,,dicot,,,
Saxifraga oregana,Wetland_Indicator_Status,,,FACW+,,"USDA, NRCS 05",
Saxifraga oregana,Where_native,,,Willamette Valley,,--,
Schedonorus phoenix,Authority,,,,(Scop.) Holub,"USDA, NRCS 07",
Schedonorus phoenix,Clonality,,,clonal aboveground,,Ecol. Flora British Isles,rooting stems
Schedonorus phoenix,Code,,,,SCPH,"USDA, NRCS 07",
Schedonorus phoenix,Common_name,,,,tall fescue,--,
Schedonorus phoenix,Diaspore_feature,,,awn,,--,
Schedonorus phoenix,Dispersal_peak_month,7.5,month,,,Roberts 05,
Schedonorus phoenix,Dormancy_break_mech,,,not after-ripening,,Ecol. Flora British Isles,
Schedonorus phoenix,Dormancy_break_mech,,,not light,,Ecol. Flora British Isles,
Schedonorus phoenix,Dormancy_break_mech,,,stratification,,Flynn et al. 06,
Schedonorus phoenix,Family,,,,Poaceae,--,
Schedonorus phoenix,Flowering_peak_month,7,month,,,Ecol. Flora British Isles,
Schedonorus phoenix,Germination_peak_month,10,month,,,Charles et al. 92,Germinates in fall and spring
Schedonorus phoenix,Germination_peak_month,3,month,,,Charles et al. 92,Germinates in fall and spring
Schedonorus phoenix,Germination_rate,95,%,,,Hayes 76,
Schedonorus phoenix,Growth_form_Corn,,,tussock,,--,
Schedonorus phoenix,Growth_form_std,,,graminoid,,--,
Schedonorus phoenix,Habit,,,herbaceous,,--,
Schedonorus phoenix,Habitat_main,,,upland prairie,,--,
Schedonorus phoenix,Height_max,125,cm,,,Flora ID Northwest 04,
Schedonorus phoenix,LAR_standard,22.86764717, mm2/mg,,,Clark et al 08,Standard conditions
Schedonorus phoenix,Leaf_area_21d,277.4356995, mm2,,,Clark et al 08,Standard conditions
Schedonorus phoenix,Leaf_division,,,simple,,--,
Schedonorus phoenix,Leaf_margin,,,entire,,--,
Schedonorus phoenix,Leaf_shape,,,,linear,--,
Schedonorus phoenix,Life_form,,,hemicryptophyte,,--,
Schedonorus phoenix,LMR_standard,0.805938363, mg/mg,,,Clark et al 08,Standard conditions
Schedonorus phoenix,Mass_aboveground_21d,12.87777805,  mg,,,Clark et al 08,Standard conditions
Schedonorus phoenix,Mass_aboveground_timed,0.579999983,g,,,Hayes 76,Harvested at 14 days; seedlings grown in monoculture in a greenhouse
Schedonorus phoenix,Mass_aboveground_timed,0.0065,g,,,Hill et al. 85,"Harvested at 16 days; grown in isolation in optimal, greenhouse conditions"
Schedonorus phoenix,Mass_aboveground_timed,1.710000038,g,,,Hill et al. 85,"Harvested at 47 days; grown in isolation in optimal, greenhouse conditions"
Schedonorus phoenix,Mass_aboveground_timed,2.799999952,g,,,Sugiyama and Nakashima 91,Harvested 8 days after emergence; grown in isolation in optimal conditions; this value seems incredibly high to me and I have a hard time believing it (perhaps they meant mg instead of g?)
Schedonorus phoenix,Mass_root_21d,2.622222185,  mg,,,Clark et al 08,Standard conditions
Schedonorus phoenix,Mass_seed,2.029999971,mg,,,Hayes 76,
Schedonorus phoenix,Mass_seed,1.925333381,mg,,,Clark et al 08b,
Schedonorus phoenix,Nitrogen_fixing,,,No,,--,
Schedonorus phoenix,Perenniality,,,perennial,,--,
Schedonorus phoenix,Propagation_mode,,,seed and vegetative,,--,
Schedonorus phoenix,Ps_pathway,,,C3,,--,
Schedonorus phoenix,Reproductive_sched,,,polycarpy,,--,
Schedonorus phoenix,RGR_standard,0.177949384,per day,,,Clark et al 08,Standard conditions
Schedonorus phoenix,Root_system,,,fibrous,,--,
Schedonorus phoenix,RSA_standard,0.848601341, --,,,Clark et al 08,Standard conditions
Schedonorus phoenix,Seed_bank,,,yes,,Ecol. Flora British Isles,
Schedonorus phoenix,SLA_standard,27.5241375, mm2/mg,,,Clark et al 08,Standard conditions
Schedonorus phoenix,Status_Federal,,,none,,--,
Schedonorus phoenix,Status_ONHIC,,,none,,--,
Schedonorus phoenix,Status_State,,,none,,--,
Schedonorus phoenix,Stem_arrangement,,,multiple upright,,--,
Schedonorus phoenix,Synonym,,,,Lolium arundinaceum,--,
Schedonorus phoenix,Synonym,,,,Festuca arundinacea,--,
Schedonorus phoenix,Taxonomic_group,,,monocot,,,
Schedonorus phoenix,ULR_standard,0.013688953,mg/mm2/day,,,Clark et al 08,Standard conditions
Schedonorus phoenix,Wetland_Indicator_Status,,,FAC-,,"USDA, NRCS 07",
Schedonorus phoenix,Where_native,,,Europe,,--,
Senecio jacobaea,Authority,,,,L.,"USDA, NRCS 07",
Senecio jacobaea,Clonality,,,clonal other,,Ecol. Flora British Isles,root buds
Senecio jacobaea,Code,,,,SEJA,"USDA, NRCS 07",
Senecio jacobaea,Common_name,,,,stinking willie,"USDA, NRCS 07",
Senecio jacobaea,Diaspore_feature,,,pappus or hair,,Ecol. Flora British Isles,
Senecio jacobaea,Dispersal_peak_month,8,month,,,Grime et al. 90,
Senecio jacobaea,Dormancy_break_mech,,,not stratification,,Flynn et al. 06,
Senecio jacobaea,Family,,,,Asteraceae,--,
Senecio jacobaea,Flowering_peak_month,7,month,,,Grime et al. 90,
Senecio jacobaea,Germination_peak_month,10,month,,,Grime et al. 90,usually autumn germination
Senecio jacobaea,Germination_rate,100,%,,,Flynn et al. 06,
Senecio jacobaea,Germination_rate,84,mg,,,Clark et al 08b,
Senecio jacobaea,Growth_form_Corn,,,erect leafy,,--,
Senecio jacobaea,Growth_form_std,,,dicot forb,,--,
Senecio jacobaea,Habit,,,herbaceous,,--,
Senecio jacobaea,Habitat_main,,,upland prairie,,--,
Senecio jacobaea,Height_max,70,cm,,,Flora ID Northwest 04,
Senecio jacobaea,Leaf_division,,,simple,,Flora ID Northwest 04,
Senecio jacobaea,Leaf_division,,,compound,,Flora ID Northwest 04,
Senecio jacobaea,Leaf_margin,,,lobed,,Flora ID Northwest 04,
Senecio jacobaea,Leaf_shape,,,,ovate,Flora of North America,
Senecio jacobaea,Life_form,,,hemicryptophyte,,Ecol. Flora British Isles,
Senecio jacobaea,Mass_seed,0.25999999,mg,,,Flynn et al. 06,
Senecio jacobaea,Mass_seed,0.257999986,mg,,,Clark et al 08b,
Senecio jacobaea,Nitrogen_fixing,,,No,,--,
Senecio jacobaea,Perenniality,,,biennial,,Flora ID Northwest 04,
Senecio jacobaea,Perenniality,,,perennial,,Flora ID Northwest 04,
Senecio jacobaea,Propagation_mode,,,seed and vegetative,,Grime et al. 90,
Senecio jacobaea,Ps_pathway,,,C3,,Ecol. Flora British Isles,
Senecio jacobaea,Reproductive_sched,,,polycarpy,,Ecol. Flora British Isles,facultative polycarpy
Senecio jacobaea,Root_system,,,fibrous,,Flora ID Northwest 04,
Senecio jacobaea,Root_system,,,tap,,Flora ID Northwest 04,
Senecio jacobaea,Seed_bank,,,yes,,Ecol. Flora British Isles,
Senecio jacobaea,Status_Federal,,,none,,--
Senecio jacobaea,Status_ONHIC,,,none,,--
Senecio jacobaea,Status_State,,,none,,--
Senecio jacobaea,Stem_arrangement,,,single upright,,UW Burke Museum
Senecio jacobaea,Stem_arrangement,,,multiple upright,,UW Burke Museum
Senecio jacobaea,Wetland_Indicator_Status,,,FACU,,"USDA, NRCS 07"
Senecio jacobaea,Where_native,,,Asia,,Ecol. Flora British Isles
Sericocarpus rigidus,Authority,,,,Lindl.,"USDA, NRCS 07"
Sericocarpus rigidus,Breeding,,,allogamy,,--
Sericocarpus rigidus,Clonality,,,clonal rhizomes,,Oregon Flora Project 02
Sericocarpus rigidus,Code,,,,SERI4,"USDA, NRCS 07"
Sericocarpus rigidus,Common_name,,,,Columbian whitetop aster,"USDA, NRCS 07"
Sericocarpus rigidus,Diaspore_feature,,,pappus or hair,,--
Sericocarpus rigidus,Dispersal_mode,,,wind,,--
Sericocarpus rigidus,Dispersal_peak_month,9.5,month,,,Boyer 07a
Sericocarpus rigidus,Dormancy_break_mech,,,light,,Clampitt 87
Sericocarpus rigidus,Dormancy_break_mech,,,stratification,,Clampitt 87,
Sericocarpus rigidus,Dormancy_break_mech,,,stratification,,Kaye and Kuykendall 01,
Sericocarpus rigidus,Dormancy_break_mech,,,scarification,,Kaye and Kuykendall 01,
Sericocarpus rigidus,Family,,,,Asteraceae,--,
Sericocarpus rigidus,Flowering_peak_month,7.5,month,,,Clampitt 87,July and August
Sericocarpus rigidus,Germination_peak_month,3,month,,,Boyer 07a,
Sericocarpus rigidus,Germination_rate,53,%,,,Kaye and Kuykendall 01,Average of stratified (48%) and scarified (58%)
Sericocarpus rigidus,Growth_form_Corn,,,erect leafy,,--,
Sericocarpus rigidus,Growth_form_std,,,dicot forb,,--,
Sericocarpus rigidus,Habit,,,herbaceous,,--,
Sericocarpus rigidus,Habitat_main,,,upland prairie,,--,
Sericocarpus rigidus,Height_max,30,cm,,,Flora ID Northwest 04,
Sericocarpus rigidus,Leaf_division,,,simple,,--,
Sericocarpus rigidus,Leaf_margin,,,entire,,--,
Sericocarpus rigidus,Leaf_shape,,,,oblanceolate,--,
Sericocarpus rigidus,Life_form,,,hemicryptophyte,,--,
Sericocarpus rigidus,Mass_seed,20,,,,Clampitt 87,
Sericocarpus rigidus,Mass_seed,0.349666655,mg,,,Clark et al 08b,
Sericocarpus rigidus,Nitrogen_fixing,,,No,,--,
Sericocarpus rigidus,Perenniality,,,perennial,,--,
Sericocarpus rigidus,Propagation_mode,,,seed and vegetative,,--,
Sericocarpus rigidus,Ps_pathway,,,C3,,--,
Sericocarpus rigidus,Reproductive_sched,,,polycarpy,,--,
Sericocarpus rigidus,Root_system,,,fibrous,,--,
Sericocarpus rigidus,Seed_viability,54,%,,,Clampitt 87,"""seed viability is low (54+/- 34%, N=28;)  but not unusual for Asteraceae"
Sericocarpus rigidus,Status_Federal,,,none,,OrNHIC 04,
Sericocarpus rigidus,Status_ONHIC,,,List 1,,OrNHIC 04,
Sericocarpus rigidus,Status_State,,,Threatened,,OrNHIC 04,
Sericocarpus rigidus,Stem_arrangement,,,multiple upright,,--,
Sericocarpus rigidus,Synonym,,,,Aster curtus,--,
Sericocarpus rigidus,Taxonomic_group,,,dicot,,,
Sericocarpus rigidus,Wetland_Indicator_Status,,,NL,,"USDA, NRCS 07",
Sericocarpus rigidus,Where_native,,,Willamette Valley,,--,
Sherardia arvensis,Authority,,,,L.,"USDA, NRCS 07",
Sherardia arvensis,Clonality,,,non-clonal,,Ecol. Flora British Isles,
Sherardia arvensis,Code,,,,SHAR2,"USDA, NRCS 07",
Sherardia arvensis,Common_name,,,,blue fieldmadder,"USDA, NRCS 07",
Sherardia arvensis,Diaspore_feature,,,hook or barb,,UW Burke Museum,"scabrous, persistent sepals"
Sherardia arvensis,Dispersal_peak_month,7.5,month,,,Roberts 05,
Sherardia arvensis,Dormancy_break_mech,,,not stratification,,Flynn et al. 06,
Sherardia arvensis,Family,,,,Rubiaceae,--,
Sherardia arvensis,Flowering_peak_month,7,month,,,Ecol. Flora British Isles,
Sherardia arvensis,Germination_rate,90,%,,,Flynn et al. 06,
Sherardia arvensis,Growth_form_Corn,,,climber or scrambler,,--,
Sherardia arvensis,Growth_form_std,,,dicot forb,,--,
Sherardia arvensis,Habit,,,herbaceous,,--,
Sherardia arvensis,Habitat_main,,,upland prairie,,--,
Sherardia arvensis,Height_max,20,cm,,,Flora ID Northwest 04,
Sherardia arvensis,Leaf_division,,,simple,,Flora ID Northwest 04
Sherardia arvensis,Leaf_margin,,,entire,,Flora ID Northwest 04
Sherardia arvensis,Leaf_shape,,,,lanceolate,Flora ID Northwest 04
Sherardia arvensis,Life_form,,,therophyte,,Ecol. Flora British Isles
Sherardia arvensis,Mass_seed,1.600000024,mg,,,Flynn et al. 06
Sherardia arvensis,Nitrogen_fixing,,,No,,--
Sherardia arvensis,Perenniality,,,annual,,--
Sherardia arvensis,Propagation_mode,,,seed,,Ecol. Flora British Isles
Sherardia arvensis,Ps_pathway,,,C3,,Ecol. Flora British Isles
Sherardia arvensis,Reproductive_sched,,,monocarpy,,--
Sherardia arvensis,Root_system,,,tap,,Flora ID Northwest 04
Sherardia arvensis,Seed_bank,,,yes,,Ecol. Flora British Isles
Sherardia arvensis,Status_Federal,,,none,,--
Sherardia arvensis,Status_ONHIC,,,none,,--
Sherardia arvensis,Status_State,,,none,,--
Sherardia arvensis,Stem_arrangement,,,creeping,,--
Sherardia arvensis,Wetland_Indicator_Status,,,NL,,"USDA, NRCS 07",
Sherardia arvensis,Where_native,,,Eurasia,,Ecol. Flora British Isles,
Sidalcea campestris,Authority,,,,Greene,--,
Sidalcea campestris,Clonality,,,clonal rhizomes,,,
Sidalcea campestris,Code,,,,SICA2,"USDA, NRCS 05",
Sidalcea campestris,Common_name,,,,meadow checkerbloom,--,
Sidalcea campestris,Diaspore_feature,,,none,,,
Sidalcea campestris,Dispersal_peak_month,7,month,,,Boyer 07a,
Sidalcea campestris,Dormancy_break_mech,,,stratification,,Boyer 07a,
Sidalcea campestris,Dormancy_break_mech,,,not stratification,,Roberts and Clark 04b,
Sidalcea campestris,Family,,,,Malvaceae,--,
Sidalcea campestris,Flowering_peak_month,6,month,,,Hitchcock et al. 69,May-July
Sidalcea campestris,Germination_peak_month,12,month,,,Boyer 07a,
Sidalcea campestris,Germination_rate,33,%,,,Roberts and Clark 04a,Fungicide -
Sidalcea campestris,Germination_rate,20.29999924,%,,,Roberts and Clark 04b,
Sidalcea campestris,Growth_form_Corn,,,semi-basal,,,
Sidalcea campestris,Growth_form_std,,,dicot forb,,--,
Sidalcea campestris,Habit,,,herbaceous,,--,
Sidalcea campestris,Habitat_main,,,wetland prairie,,--,
Sidalcea campestris,Height_max,180,cm,,,Flora ID Northwest 04,
Sidalcea campestris,LAR_standard,42.03232574, mm2/mg,,,Clark et al 07,Standard conditions
Sidalcea campestris,Leaf_area_21d,616.9133301, mm2,,,Clark et al 07,Standard conditions
Sidalcea campestris,Leaf_division,,,simple,,Flora ID Northwest 04,
Sidalcea campestris,Leaf_division,,,compound,,--,
Sidalcea campestris,Leaf_margin,,,lobed,,--,
Sidalcea campestris,Leaf_shape,,,,oval-round,--,
Sidalcea campestris,Life_form,,,hemicryptophyte,,--,
Sidalcea campestris,Life_form_exp,,,H mstem,,,
Sidalcea campestris,LMR_standard,0.701153994, mg/mg,,,Clark et al 07,Standard conditions
Sidalcea campestris,Mass_aboveground_21d,22.89999962,  mg,,,Clark et al 07,Standard conditions
Sidalcea campestris,Mass_root_21d,8.920000076,  mg,,,Clark et al 07,Standard conditions
Sidalcea campestris,Mass_seed,5.044400215,mg,,,Roberts 05b,
Sidalcea campestris,Nitrogen_fixing,,,No,,--,
Sidalcea campestris,Perenniality,,,perennial,,--,
Sidalcea campestris,Pollination_mode,,,insect,,Moldenke 1981,"For the genus Sidalcea, the primary pollinator is Diadasia nigrifrons, a specialist bee that visits no other genera"
Sidalcea campestris,Propagation_mode,,,seed and vegetative,,--,
Sidalcea campestris,Reproductive_sched,,,polycarpy,,--,
Sidalcea campestris,RGR_standard,0.140765324,per day,,,Clark et al 07,Standard conditions
Sidalcea campestris,Root_system,,,tap,,Flora ID Northwest 04,
Sidalcea campestris,Root_system,,,other,,--,
Sidalcea campestris,RSA_standard,1.220846772, --,,,Clark et al 07,Standard conditions
Sidalcea campestris,Seed_length,3.329999924,mm,,,Roberts 05b,
Sidalcea campestris,Seed_shape,0.040807001,mm3,,,Roberts 05b,
Sidalcea campestris,SLA_standard,55.11204147, mm2/mg,,,Clark et al 07,Standard conditions
Sidalcea campestris,Status_Federal,,,none,,--,
Sidalcea campestris,Status_ONHIC,,,List 4,,OrNHIC 04,
Sidalcea campestris,Status_State,,,Candidate,,OrNHIC 04,
Sidalcea campestris,Stem_arrangement,,,single upright,,--,
Sidalcea campestris,Taxonomic_group,,,dicot,,,
Sidalcea campestris,ULR_standard,0.006397279,mg/mm2/day,,,Clark et al 07,Standard conditions
Sidalcea campestris,Wetland_Indicator_Status,,,NI,,,
Sidalcea campestris,Where_native,,,Willamette Valley,,--,
Sidalcea cusickii,Authority,,,,Piper,--,
Sidalcea cusickii,Clonality,,,clonal rhizomes,,Gilkey and Dennis 01,
Sidalcea cusickii,Clonality,,,non-clonal,,Flora ID Northwest 04,
Sidalcea cusickii,Code,,,,SICU,"USDA, NRCS 05",
Sidalcea cusickii,Common_name,,,,Cusick's checkermallow,--,
Sidalcea cusickii,Diaspore_feature,,,none,,--,
Sidalcea cusickii,Dormancy_break_mech,,,stratification,,Guerrant and Raven 95,
Sidalcea cusickii,Family,,,,Malvaceae,--,
Sidalcea cusickii,Flowering_peak_month,5.5,month,,,Hitchcock et al. 69,May-June
Sidalcea cusickii,Germination_rate,23,%,,,Guerrant and Raven 95,Even after stratification
Sidalcea cusickii,Growth_form_Corn,,,semi-basal,,,
Sidalcea cusickii,Growth_form_std,,,dicot forb,,--,
Sidalcea cusickii,Habit,,,herbaceous,,--,
Sidalcea cusickii,Habitat_main,,,upland prairie,,--,
Sidalcea cusickii,Height_max,150,cm,,,Flora ID Northwest 04,
Sidalcea cusickii,Leaf_division,,,compound,,--,
Sidalcea cusickii,Leaf_shape,,,,oval-round,--,
Sidalcea cusickii,Life_form,,,hemicryptophyte,,--,
Sidalcea cusickii,Life_form_exp,,,H mstem,,,
