This file contains a list of stations that provided input data to the PRISM run that produced the grid associated with this stn.csv file.
Station,Name,Longitude,Latitude,Elevation(m),Network,station_id
"7057395","ST JEAN DE C",-67.1167,48.8833,-9999,"EC","154180"
"7057515","STE LUCIE",-70.0167,46.7333,373,"EC","154181"
"7057567","SAINT MICHEL",-70.8833,46.8667,-9999,"EC","154184"
"705LKPQ","ILE BICQUETT",-68.9000,48.4167,-9999,"EC","154205"
"705S002","CAP-CHAT",-66.6500,49.1167,-9999,"EC","154207"
"7060400","BAGOTVILLE A",-71.0000,48.3333,-9999,"EC","154211"
"7063370","JONQUIERE",-71.1500,48.4167,-9999,"EC","154237"
"7065639","NORMANDIN",-72.5500,48.8500,-9999,"EC","154254"
"7065738","ONATCHIWAY",-71.0333,48.9000,-9999,"EC","154257"
"7066820","ST AMBROISE",-71.3333,48.5667,-9999,"EC","154266"
"7067658","ST PRIME",-72.4167,48.6167,-9999,"EC","154270"
"706Q001","LA BAIE",-70.9167,48.3000,-9999,"EC","154279"
"7077570","ST MICHEL DE",-73.9167,46.6833,-9999,"EC","154303"
"707DBD4","LA TUQUE",-72.7833,47.4167,-9999,"EC","154305"
"7080468","BARRAGE TEMI",-79.1000,46.7167,-9999,"EC","154309"
"7085106","MONT BRUN",-78.7333,48.4167,-9999,"EC","154320"
"7086716","ROUYN",-79.0333,48.2500,-9999,"EC","154332"
"7091299","CHAPAIS",-74.9833,49.8167,-9999,"EC","154349"
"7094637","MATAGAMI  A",-77.8000,49.7667,-9999,"EC","154369"
"8101303","EDMUNDSTON",-68.3167,47.4167,154,"EC","154444"
"8101925","GRAND MANAN",-66.8000,44.7167,-9999,"EC","154458"
"8102536","MACTAQUAC PR",-66.9000,45.9500,-9999,"EC","154486"
"8104935","ST. STEPHEN",-67.2500,45.2167,26,"EC","154542"
"K6B0","MIDDLEBURY S",-73.0956,43.9856,149,"ASOS","154666"
"KDED","DELAND MUNIC",-81.2839,29.0669,24,"ASOS","154668"
"KFYG","WASHINGTON R",-90.9936,38.5875,149,"ASOS","154669"
"KHHW","STAN STAMPER",-95.5419,34.0336,174,"ASOS","154670"
"KINF","INVERNESS AI",-82.3183,28.8036,20,"ASOS","154671"
"KPVG","HAMPTON ROAD",-76.4408,36.7803,7,"ASOS","154674"
"05K30S","FOOL CREEK",-105.8675,39.8687,3399,"SNOTEL","154760"
"10J23S","BUCK PASTURE",-110.6608,40.8446,2957,"SNOTEL","154762"
"11L02S","GOOSEBERRY R",-111.6887,38.7890,2544,"SNOTEL","154763"
"14K08S","CAVE MOUNTAI",-114.6116,39.1636,3203,"SNOTEL","154764"
"14K10S","KALAMAZOO",-114.6275,39.5583,2428,"SNOTEL","154765"
"17J02S","GOLCONDA",-117.5879,40.8840,1999,"SNOTEL","154766"
"18H02S","SUMMIT LK",-118.9959,41.4887,2331,"SNOTEL","154767"
"22E10S","BEAR GRASS",-122.0938,44.3253,1439,"SNOTEL","154768"
"22E11S","SMITH RIDGE",-122.0405,44.3033,997,"SNOTEL","154769"
"ACN","ACTON",-118.2000,34.4460,792,"CDEC","155065"
"ADR","AUBURN DAM R",-121.0450,38.8820,366,"CDEC","155070"
"ADS","ALDER SPRING",-122.7250,39.6500,1372,"CDEC","155071"
"AGW","A.G. WISHON",-119.5050,37.1510,305,"CDEC","155076"
"ALD","ALDER POINT",-123.7120,40.2320,281,"CDEC","155080"
"ALP","ALPHA (SMUD)",-120.2150,38.8050,2316,"CDEC","155085"
"ANH","SAN JOAQUIN",-121.8020,38.0180,3,"CDEC","155099"
"ANT","ANTELOPE LAK",-120.6070,40.1800,1512,"CDEC","155103"
"ANZ","ANZA",-116.6730,33.5580,1195,"CDEC","155104"
"API","ALPINE",-116.7390,32.8340,622,"CDEC","155106"
"ASC","ASH CREEK (U",-121.9780,41.2700,975,"CDEC","155119"
"ATL","ATLAS PEAK",-122.2500,38.4330,506,"CDEC","155126"
"BAL","BALCH PH (PG",-119.0890,36.9090,524,"CDEC","155136"
"BCB","BLACKCAP BAS",-118.7700,37.0670,3139,"CDEC","155149"
"BCH","BEACH MEADOW",-118.2930,36.1270,2332,"CDEC","155153"
"BDM","BALD MOUNTAI",-119.4000,37.0670,1439,"CDEC","155170"
"BDY","BRANDY CREEK",-122.5670,40.6170,396,"CDEC","155173"
"BFL","BIG FLAT",-122.9420,41.0800,1554,"CDEC","155183"
"BGB","BIG BAR",-123.2000,40.7330,387,"CDEC","155186"
"BGD","BOGARD RANGE",-121.0800,40.5900,1731,"CDEC","155188"
"BGP","BIG PINE CRE",-118.4750,37.1280,2987,"CDEC","155191"
"BGR","BANGOR",-121.3830,39.3820,244,"CDEC","155192"
"BHL","BEVERLY HILL",-118.4200,34.1250,384,"CDEC","155196"
"BKD","BLACK DIAMON",-121.8840,37.9500,488,"CDEC","155211"
"BKM","BUCK MEADOWS",-120.0980,37.8230,975,"CDEC","155215"
"BLC","BLUE CANYON",-120.7080,39.2760,1609,"CDEC","155223"
"BLD","BLOODS CREEK",-120.0330,38.4500,2195,"CDEC","155224"
"BLS","BLACK SPRING",-120.1920,38.3750,1981,"CDEC","155233"
"BLT","BEN BOLT",-121.0170,38.5860,347,"CDEC","155234"
"BMO","BRANCH MOUNT",-120.0830,35.1890,1149,"CDEC","155240"
"BMT","BALD MOUNTAI",-120.6830,38.9000,1426,"CDEC","155243"
"BNE","BRIONES",-122.1180,37.9340,442,"CDEC","155247"
"BNK","BONANZA KING",-122.6280,41.0830,1966,"CDEC","155251"
"BNV","BOONVILLE",-123.3410,38.9870,256,"CDEC","155257"
"BNY","BURNS CANYON",-116.6210,34.2080,1829,"CDEC","155258"
"BRE","BEAR R AT RO",-120.9530,39.1330,593,"CDEC","155280"
"BRM","BEAR TRAP ME",-118.8580,36.6760,2073,"CDEC","155285"
"BSF","BALLS FERRY",-122.1930,40.4170,110,"CDEC","155295"
"BSH","BISHOP PASS",-118.5570,37.1000,3414,"CDEC","155296"
"BSS","BROOKS",-122.1420,38.7190,110,"CDEC","155303"
"BTN","BENTON",-118.4780,37.8430,1661,"CDEC","155310"
"BTR","BATTLE RIDGE",-121.7500,40.3330,1036,"CDEC","155311"
"BTT","BATTERSON",-119.6170,37.3830,963,"CDEC","155313"
"BVE","BEAVER",-120.3170,38.4830,1524,"CDEC","155324"
"BZR","BRAZIE RANCH",-122.6000,41.6870,920,"CDEC","155338"
"CAD","CALAVERAS RO",-121.8439,37.5531,347,"CDEC","155346"
"CAP","CAPLES LAKE",-120.0420,38.7100,2438,"CDEC","155352"
"CBO","CARIBOU PH",-121.1500,40.0850,910,"CDEC","155358"
"CBT","CRABTREE MEA",-118.3450,36.5630,3261,"CDEC","155361"
"CHA","CALLAHAN (US",-122.8330,41.3330,956,"CDEC","155385"
"CHM","CHILKOOT MEA",-119.4900,37.4100,2179,"CDEC","155394"
"CHP","CHAGOOPA PLA",-118.4420,36.4970,3139,"CDEC","155395"
"CIO","CHILAO",-118.0330,34.3330,1661,"CDEC","155404"
"CLR","CLEAR CREEK",-122.6670,40.6390,1006,"CDEC","155425"
"CMO","CLAREMONT",-117.7070,34.1370,501,"CDEC","155438"
"COR","CORRALITOS",-121.7970,36.9920,137,"CDEC","155454"
"CP9","CAMP 9",-118.4020,34.4020,1219,"CDEC","155459"
"CRG","CORNING AIRP",-122.1700,39.9390,90,"CDEC","155473"
"CRK","CLARK TRAINI",-117.3030,33.8770,524,"CDEC","155474"
"CRL","CHARLOTTE LA",-118.4260,36.7775,3170,"CDEC","155475"
"CRR","CRANE VALLEY",-119.5260,37.2910,1036,"CDEC","155479"
"CST","COHASSET",-121.7000,39.9000,488,"CDEC","155497"
"CTN","COTTONWOOD C",-122.8810,40.3170,1036,"CDEC","155506"
"CVS","CALAVERAS RS",-120.3670,38.1980,1024,"CDEC","155517"
"CWD","COTTONWOOD L",-118.1770,36.4830,3094,"CDEC","155523"
"DAN","DANA MEADOWS",-119.2570,37.8970,2987,"CDEC","155536"
"DBC","DIABLO CANYO",-121.3020,37.3290,564,"CDEC","155539"
"DDW","DIDDY WELLS",-122.1000,40.7000,396,"CDEC","155556"
"DEM","DEMOCRAT",-118.6306,35.5319,718,"CDEC","155558"
"DEV","DEVORE",-117.4030,34.2210,631,"CDEC","155560"
"DLT","SACRAMENTO R",-122.4160,40.9400,328,"CDEC","155569"
"DOY","DOYLE CROSSI",-120.4910,40.1170,1728,"CDEC","155589"
"DRC","DEER CK FORE",-120.8250,39.3000,1358,"CDEC","155593"
"DSC","DESCANO",-116.6220,32.8570,1061,"CDEC","155603"
"DVG","DEVILS GARDE",-120.6680,41.5220,1531,"CDEC","155616"
"DVL","DEL VALLE",-118.6660,34.4310,390,"CDEC","155617"
"DVR","DAVIS RANCH",-122.4500,40.3500,168,"CDEC","155618"
"EGL","EAGLE CREEK",-118.6410,35.9830,2042,"CDEC","155642"
"EPK","EAST PARK RE",-122.5170,39.3670,367,"CDEC","155663"
"ERC","EEL RIVER CA",-123.8240,40.1380,143,"CDEC","155670"
"ESP","ESPERANZA",-120.4970,38.2420,766,"CDEC","155674"
"EXC","NEW EXCHEQUE",-120.2700,37.5850,268,"CDEC","155679"
"FBS","FORBESTOWN",-121.2660,39.5170,866,"CDEC","155684"
"FCH","FANCHER CREE",-119.5000,36.9000,280,"CDEC","155688"
"FRT","FRIANT DAM",-119.6920,36.9950,176,"CDEC","155742"
"FRW","FAREWELL GAP",-118.5830,36.4120,2896,"CDEC","155743"
"FTS","FOUNTAIN SPR",-118.9150,35.8920,64,"CDEC","155752"
"GAS","GASQUET RANG",-123.9670,41.8500,117,"CDEC","155757"
"GKS","GREEK STORE",-120.5580,39.0750,1707,"CDEC","155777"
"GNF","GIANT FOREST",-118.7650,36.5620,2027,"CDEC","155789"
"GNL","GIANELLI MEA",-119.8920,38.2050,2560,"CDEC","155791"
"GOL","GOLD LAKE",-120.6150,39.6750,2057,"CDEC","155795"
"GRD","GIRARD",-122.2830,41.1330,1463,"CDEC","155798"
"GRM","GREEN MOUNTA",-119.2380,37.5550,2408,"CDEC","155804"
"GRN","GREEN SPRING",-120.5000,37.8330,311,"CDEC","155805"
"GRS","GRASSHOPPER",-120.7670,40.7830,1844,"CDEC","155807"
"GRV","GRAVEYARD ME",-119.2900,37.4650,2103,"CDEC","155808"
"GRZ","GRIZZLY RIDG",-120.6450,39.9170,2103,"CDEC","155810"
"GTM","GOAT MOUNTAI",-119.5430,37.2700,1378,"CDEC","155813"
"GTW","GEORGETOWN (",-120.7890,38.9250,991,"CDEC","155814"
"GVO","GRASS VALLEY",-122.7600,40.6250,828,"CDEC","155820"
"HBP","HARVEY O BAN",-121.6230,37.7980,73,"CDEC","155829"
"HDL","HOADLEY",-122.7500,40.6830,1396,"CDEC","155835"
"HDZ","HERNANDEZ",-120.8540,36.3830,1144,"CDEC","155836"
"HHM","HIGHLAND MEA",-119.8050,38.4900,2652,"CDEC","155840"
"HIG","HIGHLAND LAK",-122.4830,41.0930,1838,"CDEC","155844"
"HKY","HAWKEYE",-122.8400,38.7270,610,"CDEC","155846"
"HNT","HUNTINGTON L",-119.2210,37.2280,2134,"CDEC","155864"
"HNY","HONEYDEW",-124.1480,40.2300,113,"CDEC","155865"
"HRS","HORSE MEADOW",-119.6620,38.1580,2560,"CDEC","155874"
"HRZ","HIRZ",-122.2500,40.9000,975,"CDEC","155876"
"HSS","HOSSACK",-118.6190,36.1810,2164,"CDEC","155881"
"HTG","HASTINGS",-121.5510,36.3880,556,"CDEC","155884"
"HYS","HUYSINK",-120.5270,39.2820,2012,"CDEC","155895"
"JAR","JARBO GAP",-121.4890,39.7360,823,"CDEC","155928"
"JDP","JORDAN PK",-120.2889,40.0360,2076,"CDEC","155934"
"JSD","JERSEYDALE",-119.8400,37.5420,1189,"CDEC","155948"
"JWB","JAWBONE",-118.2260,35.2950,1311,"CDEC","155954"
"KIB","LOWER KIBBIE",-119.8770,38.0320,2042,"CDEC","155965"
"KMN","KLAMATH NWR",-121.5820,41.9530,1381,"CDEC","155973"
"KNW","KEENWILD",-116.7140,33.7140,1500,"CDEC","155981"
"KP3","KERN PH 3",-118.4330,35.7830,824,"CDEC","155982"
"KRN","KERNVILLE (U",-118.4250,35.7550,829,"CDEC","155991"
"KSP","KAISER POINT",-119.1000,37.3000,2804,"CDEC","155992"
"LAH","LA HONDA",-122.2740,37.3200,130,"CDEC","156004"
"LAS","LASSEN LODGE",-121.7000,40.3500,1256,"CDEC","156008"
"LAY","LAYTONVILLE",-123.4850,39.7020,560,"CDEC","156009"
"LBN","LOS BANOS (C",-121.0490,37.0530,107,"CDEC","156013"
"LCL","LEO CARRILLO",-118.9360,34.0460,15,"CDEC","156019"
"LCN","LINCOLN",-121.2720,38.8820,61,"CDEC","156021"
"LCR","LOST CORNER",-120.2150,39.0170,2286,"CDEC","156024"
"LDB","LADDER BUTTE",-121.3170,40.8170,1737,"CDEC","156026"
"LKL","LOWER KLAMAT",-121.7000,41.9990,1249,"CDEC","156048"
"LKS","LAKESHORE",-122.3830,40.8670,335,"CDEC","156049"
"LON","LOON LAKE (S",-120.3230,38.9830,1954,"CDEC","156065"
"LPA","LAKE PALMDAL",-118.1014,34.5372,908,"CDEC","156069"
"LPZ","LA PANZA",-120.1970,35.3980,503,"CDEC","156073"
"LSG","LOS GATOS",-121.9428,37.2068,197,"CDEC","156082"
"LSP","LAKE SPAULDI",-120.6330,39.3170,1572,"CDEC","156086"
"LTB","LAS TABLAS",-120.9220,35.6570,274,"CDEC","156087"
"LTR","LAS TRAMPAS",-122.0670,37.8340,536,"CDEC","156092"
"MAL","SACRAMENTO R",-121.9190,38.0440,0,"CDEC","156120"
"MB3","MIDDLE BOULD",-122.8110,41.2250,1890,"CDEC","156125"
"MBR","MEADOWBROOK",-118.8630,37.0820,2445,"CDEC","156130"
"MCF","METCALF GAP",-119.7650,37.4100,1006,"CDEC","156136"
"MCL","MCCLOUD DAM",-122.0710,41.1300,820,"CDEC","156140"
"MDF","MAD RIVER (U",-123.5240,40.4630,846,"CDEC","156152"
"MDW","MEADOW LAKE",-120.5080,39.4170,2195,"CDEC","156160"
"MED","MEDICINE LAK",-121.6100,41.5920,2042,"CDEC","156164"
"MHP","MAMMOTH PASS",-119.0330,37.6100,2835,"CDEC","156174"
"MIN","MINERAL",-121.6090,40.3480,1511,"CDEC","156183"
"MLB","MALIBU",-118.6440,34.0617,480,"CDEC","156188"
"MLC","MILL CREEK N",-118.0825,34.3903,1530,"CDEC","156189"
"MLR","MALLORY RIDG",-121.7790,37.8170,622,"CDEC","156195"
"MNH","MOUNTAIN HOM",-118.7100,36.2420,1646,"CDEC","156209"
"MNZ","MANZANITA LA",-121.5820,40.5430,1753,"CDEC","156217"
"MRP","MARIPOSA RAN",-120.0660,37.5010,686,"CDEC","156241"
"MRT","MARTIS CREEK",-120.1130,39.3270,1751,"CDEC","156244"
"MSD","SAN JOAQUIN",-121.3060,37.7860,9,"CDEC","156250"
"MTA","MT SHASTA",-122.3170,41.3150,1082,"CDEC","156260"
"MTE","MOUNT ELIZAB",-120.2410,38.0570,1504,"CDEC","156264"
"MTS","MOUNT SHASTA",-122.3160,41.3130,1081,"CDEC","156271"
"MTZ","MT. ZION",-120.6500,38.3940,905,"CDEC","156272"
"MUD","MUD SPRINGS",-123.2830,40.7170,1036,"CDEC","156273"
"NLS","NOEL SPRING",-122.6670,39.5380,1554,"CDEC","156309"
"NMS","NEW MELONES",-120.5250,37.9480,427,"CDEC","156312"
"NTP","NATURE POINT",-119.3600,37.3420,1570,"CDEC","156325"
"OGO","OGO RANGER S",-122.7370,40.4230,396,"CDEC","156343"
"ONO","OAKLAND NORT",-122.2170,37.8670,457,"CDEC","156363"
"OSO","OAKLAND SOUT",-122.1500,37.7830,305,"CDEC","156376"
"OVC","OWENS VALLEY",-118.5500,37.3900,1414,"CDEC","156378"
"OWC","OWENS CAMP",-120.2450,38.7330,1372,"CDEC","156379"
"PCK","PECKINPAH",-119.4580,37.2500,1570,"CDEC","156394"
"PDS","PARADISE MEA",-119.6700,38.0470,2332,"CDEC","156403"
"PET","PETERSON FLA",-122.5220,41.2970,2179,"CDEC","156405"
"PFH","PACIFIC HOUS",-120.5000,38.7600,1049,"CDEC","156406"
"PIH","PILOT HILL (",-121.0120,38.8320,366,"CDEC","156412"
"PIN","PINE GROVE",-120.6330,38.4000,744,"CDEC","156414"
"PKF","PARKFIELD",-120.4320,35.8990,468,"CDEC","156418"
"POP","ANTELOPE VAL",-118.4040,34.7380,841,"CDEC","156440"
"POT","POTRERO",-116.6090,32.6050,716,"CDEC","156441"
"PR1","PIT #1 PH (P",-121.4980,41.0000,878,"CDEC","156448"
"PR5","PIT #5 PH (P",-121.9780,40.9870,444,"CDEC","156450"
"PSC","PASCOES",-118.3500,35.9670,2789,"CDEC","156461"
"PSR","POISON RIDGE",-119.5200,37.4030,2103,"CDEC","156466"
"PTM","PANTHER MEAD",-118.7170,36.5880,2621,"CDEC","156477"
"PTV","POTTER VALLE",-123.1270,39.3620,329,"CDEC","156480"
"PVP","POTTER VALLE",-123.1330,39.3670,311,"CDEC","156484"
"QCY","QUINCY (DWR)",-120.9500,39.9350,1039,"CDEC","156488"
"QTZ","QUARTZ HILL",-122.9290,41.6000,1292,"CDEC","156492"
"QYR","QUINCY RANGE",-120.9410,39.9750,1067,"CDEC","156494"
"RAN","RANCHITA",-116.5290,33.2260,1052,"CDEC","156495"
"RBB","ROBBS SADDLE",-120.3780,38.9120,1798,"CDEC","156497"
"RBP","ROBBS POWERH",-120.3750,38.9030,1570,"CDEC","156500"
"RCK","ROCK CREEK L",-118.7430,37.4550,3048,"CDEC","156507"
"RDB","SACRAMENTO R",-122.2020,40.1530,72,"CDEC","156512"
"RDH","READER RANCH",-121.1170,39.3040,617,"CDEC","156516"
"RDO","RODEO VALLEY",-123.3200,39.6670,739,"CDEC","156519"
"RFS","REDDING FIRE",-122.4150,40.5730,226,"CDEC","156524"
"RGC","ROGERS CAMP",-118.6370,36.1080,1890,"CDEC","156525"
"RND","ROUND MOUNTA",-121.4580,41.4200,1603,"CDEC","156543"
"RRM","RED ROCK MOU",-122.8850,41.0230,2042,"CDEC","156555"
"RSP","ROSE PEAK",-121.7360,37.5020,933,"CDEC","156558"
"RTH","RUTH LAKE",-123.3720,40.3190,823,"CDEC","156561"
"RVB","SACRAMENTO R",-121.7000,38.1500,0,"CDEC","156566"
"SAF","SANTA FE",-117.9460,34.1210,152,"CDEC","156574"
"SAN","SAN LUIS NWR",-120.7940,37.1820,20,"CDEC","156577"
"SAR","SANTA ROSA P",-117.2310,33.5290,604,"CDEC","156579"
"SAU","SAUGUS",-118.5250,34.4250,442,"CDEC","156582"
"SCD","SCOTT DAM",-122.9580,39.4080,551,"CDEC","156595"
"SCN","SCHNEIDERS",-120.0680,38.7470,2667,"CDEC","156603"
"SCT","SCOTT MOUNTA",-122.7180,41.2720,1798,"CDEC","156607"
"SDD","SADDLEBACK B",-117.8210,34.6680,789,"CDEC","156614"
"SDF","SAND FLAT",-122.2450,41.3500,2057,"CDEC","156615"
"SGP","SUGAR PINE",-120.7500,39.1280,1171,"CDEC","156643"
"SH4","ST. HELENA 4",-122.5330,38.4920,543,"CDEC","156647"
"SHK","SOUTH FORK M",-122.5250,40.6570,1052,"CDEC","156652"
"SHS","SHASTA DAM (",-122.4170,40.7170,335,"CDEC","156658"
"SJR","SAN JOAQUIN",-121.2638,37.6792,10,"CDEC","156675"
"SLD","SOLDIER MOUN",-121.5860,40.9260,1131,"CDEC","156684"
"SLI","SLIDE CANYON",-119.4300,38.0920,2804,"CDEC","156688"
"SLM","STANISLAUS M",-119.9370,38.5000,2362,"CDEC","156692"
"SLP","SLY PARK",-120.5630,38.7180,1076,"CDEC","156695"
"SLT","SLATE CREEK",-122.4780,41.0450,1737,"CDEC","156697"
"SMG","SAN MIGUEL",-116.9740,32.6850,130,"CDEC","156705"
"SPW","STANISLAUS P",-120.3670,38.1330,323,"CDEC","156751"
"SRA","SAN RAFAEL H",-118.2125,34.1942,539,"CDEC","156760"
"SRH","SACRAMENTO R",-121.5190,38.3820,1,"CDEC","156766"
"SRT","SECRET TOWN",-120.8830,39.1830,829,"CDEC","156773"
"SSB","SOMES BAR",-123.5000,41.3330,280,"CDEC","156776"
"SSM","SUNNYSIDE ME",-120.7800,39.6970,1920,"CDEC","156784"
"SSR","SALT SPRINGS",-120.2190,38.4980,1128,"CDEC","156787"
"STA","SANTA ROSA (",-122.7120,38.4790,171,"CDEC","156792"
"STG","STONY GORGE",-122.5330,39.5830,244,"CDEC","156798"
"STL","STATE LAKES",-118.5740,36.9270,3139,"CDEC","156802"
"STR","OSTRANDER LA",-119.5500,37.6370,2499,"CDEC","156806"
"SWM","SAWMILL",-118.5620,37.1620,3109,"CDEC","156823"
"TCK","THOMES CREEK",-122.6120,39.8580,312,"CDEC","156846"
"TCP","TIGER CREEK",-120.4830,38.4500,719,"CDEC","156848"
"TES","TIOGA PASS E",-119.2570,37.9110,3031,"CDEC","156855"
"TGS","TRINITY GUAR",-122.6600,40.8250,1250,"CDEC","156859"
"TLH","TELEGRAPH HI",-120.3530,38.0300,1137,"CDEC","156882"
"TMR","TAMARACK SUM",-119.2000,37.1650,2301,"CDEC","156892"
"TNC","TRINITY CAMP",-122.8330,40.6790,640,"CDEC","156895"
"TNY","TENAYA LAKE",-119.4480,37.8380,2484,"CDEC","156899"
"TRI","TRIMMER",-119.2000,36.9000,469,"CDEC","156908"
"TUM","TUOLUMNE MEA",-119.3500,37.8730,2621,"CDEC","156919"
"TUN","TUNNEL GUARD",-118.2880,36.3670,2713,"CDEC","156920"
"UTY","UPPER TYNDAL",-118.3970,36.6500,3475,"CDEC","156938"
"VAL","VALLEY CENTE",-117.0230,33.2360,418,"CDEC","156941"
"VAN","VANDENBERG",-120.4860,34.7590,320,"CDEC","156942"
"VEN","VENADO",-123.0170,38.6170,384,"CDEC","156945"
"VVL","VAN VLECK",-120.3050,38.9450,2042,"CDEC","156972"
"WED","WEED AIRPORT",-122.4540,41.4790,893,"CDEC","156987"
"WHT","WHITMORE (CD",-121.9040,40.6200,748,"CDEC","156997"
"WIL","WILLITS HOWA",-123.3170,39.3500,587,"CDEC","156998"
"WRG","WRIGHTS LAKE",-120.2330,38.8470,2103,"CDEC","157017"
"WSD","WISHON DAM (",-118.9860,37.0030,1996,"CDEC","157023"
"WSP","WHISPERING P",-122.7170,38.8000,823,"CDEC","157028"
"WST","WESTFALL",-119.6850,37.4490,1487,"CDEC","157029"
"WTK","WHITAKER",-118.7400,34.5690,1256,"CDEC","157032"
"WTM","WET MEADOWS",-118.5720,36.3480,2728,"CDEC","157033"
"WWD","WESTWOOD",-120.9000,40.3070,1570,"CDEC","157038"
"WWP","WHITTIER HIL",-118.0100,33.9840,290,"CDEC","157039"
"YOR","YORKVILLE",-123.2330,38.9000,335,"CDEC","157051"
"YOW","YOSEMITE NEA",-119.6320,37.5080,1511,"CDEC","157052"
"YUC","YUCCA VALLEY",-116.4080,34.1230,945,"CDEC","157058"
"YYV","YOSEMITE AT",-119.5890,37.7400,1280,"CDEC","157059"
"14K01S","BIRD CREEK",-114.6495,39.4618,2408,"SNOTEL","157095"
"023582","GRAND CANYON",-112.1092,36.0592,2158,"COOP","157380"
"023584","GRAND CANYON",-111.8303,36.0353,2280,"COOP","157381"
"048760","TAHOMA",-120.1292,39.0600,1925,"COOP","157383"
"049298","VERDI 2W",-120.0269,39.5214,1655,"COOP","157384"
"053486","GRAND JUNCTI",-108.5247,39.1197,1471,"COOP","157385"
"058992","WFO PUEBLO",-104.5214,38.2797,1418,"COOP","157386"
"107357","PRICHARD 3 E",-115.9172,47.6428,776,"COOP","157387"
"114012","HENNEPIN",-89.3378,41.2542,157,"COOP","157389"
"130214","ANAMOSA 3 SS",-91.3019,42.0764,276,"COOP","157391"
"132070","DAVENPORT WF",-90.5817,41.6117,228,"COOP","157392"
"148171","TOPEKA - NWS",-95.6303,39.0722,267,"COOP","157399"
"172443","EAST SURRY",-68.4583,44.4933,32,"COOP","157402"
"202382","EAST JORDAN",-85.1478,45.1864,197,"COOP","157403"
"203528","HALE 5SSW #2",-83.8408,44.3111,249,"COOP","157404"
"212250","DULUTH NWS",-92.2108,46.8367,437,"COOP","157405"
"306747","PORTLAND1 SW",-79.4867,42.3717,246,"COOP","157409"
"320818","BISMARCK WFO",-100.7592,46.7717,503,"COOP","157412"
"390022","ABERDEEN 3 E",-98.4142,45.4553,396,"COOP","157416"
"391520","CASTLEWOOD N",-97.0314,44.7306,520,"COOP","157417"
"417176","PORT ARANSAS",-97.1433,27.7158,7,"COOP","157420"
"425807","MONTICELLO N",-109.3514,37.8675,2160,"COOP","157422"
"430193","AVERILL",-71.6903,45.0058,518,"COOP","157423"
"472051","WALWORTH CO",-88.6628,42.6344,281,"COOP","157426"
"477314","ROCHESTER WW",-88.2258,42.7269,239,"COOP","157428"
"487529","RAWLINS 1N",-107.2411,41.8036,2106,"COOP","157431"
"KD25","MANITOWISH W",-89.8822,46.1203,491,"ASOS","157759"
"KO86","TRINITY CENT",-122.6936,40.9828,728,"ASOS","157760"
"KT35","CAMERON MUNI",-96.9711,30.8794,123,"ASOS","157761"
"027990","SONOITA",-110.6553,31.6811,1492,"COOP","158071"
"047326","REDONDO BEAC",-118.3756,33.8342,43,"COOP","158072"
"198368","TAUNTON 4 NW",-71.1336,41.9556,30,"COOP","158086"
"188004","SALISBURY 2N",-75.5922,38.4083,6,"COOP","158088"
"KE11","ANDREWS COUN",-102.5294,32.3311,967,"ASOS","158385"
"KPPO","LA PORTE MUN",-86.7344,41.5725,247,"ASOS","158386"
"KSYF","CHEYENNE COU",-101.7958,39.7611,1040,"ASOS","158387"
"415409","LUBBOCK WFO",-101.8761,33.5281,986,"COOP","158673"
"487236","PINE BLUFFS",-104.0572,41.1800,1542,"COOP","158676"
"K3R7","JENNINGS AIR",-92.6736,30.2428,7,"ASOS","158899"
"KIOB","MOUNT STERLI",-83.9797,38.0581,311,"ASOS","158900"
"KFZG","FITZGERALD M",-83.2708,31.6839,111,"ASOS","159386"
"KTOC","TOCCOA RG LE",-83.2964,34.5928,304,"ASOS","159387"
"207188","RUDYARD 5SE",-84.5142,46.1958,203,"COOP","159607"
"393077","FT PIERRE 20",-100.7194,44.2181,495,"COOP","159610"
"KAZE","HAZELHURST A",-82.6475,31.8847,78,"ASOS","160569"
"KFMM","FORT MORGAN",-103.8042,40.3339,1393,"ASOS","160570"
"KF44","ATHENS MUNIC",-95.8283,32.1639,135,"ASOS","161365"
"KF46","ROCKWALL MUN",-96.4356,32.9306,175,"ASOS","161366"
"KGPH","MIDWEST NATI",-94.3097,39.3325,237,"ASOS","161367"
"KZPH","ZEPHYRHILLS",-82.1586,28.2281,27,"ASOS","161369"
"206013","NWSFO GRAND",-85.5447,42.8933,236,"COOP","161377"
"300364","BAITING HOLL",-72.7394,40.9339,11,"COOP","161380"
"391740","CLARK NO2",-97.7383,44.8764,553,"COOP","161381"
"406500","NEWFOUND GAP",-83.4289,35.6108,1536,"COOP","161382"
"09L01S","LASAL MOUNTA",-109.2896,38.4832,2690,"SNOTEL","161467"
"09M01S","BUCKBOARD FL",-109.4472,37.8694,2743,"SNOTEL","161468"
"11K36S","REES FLAT",-111.7252,39.4967,2198,"SNOTEL","161469"
"12J02S","BEVANS CABIN",-112.2529,40.4623,1960,"SNOTEL","161470"
"14A19S","ASHLEY DIVID",-114.5150,48.2018,1469,"SNOTEL","161472"
"14B03S","BASSOO PEAK",-114.7639,47.8557,1570,"SNOTEL","161473"
"14H04S","JAKES CREEK",-115.0324,41.5687,2134,"SNOTEL","161474"
"14K07S","SILVER CREEK",-114.2427,39.2334,2438,"SNOTEL","161475"
